,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
236,Steamed sweet potato rice (40),Tofu soup(clear),Stir-fried shrimp,Seasoned salad with seaweed in vinegar marinade,White kimchi,S apple (50g),S milk (100ml),Paprika rice ball with fried tofu,Mandu (dumpling) soup,Seasoned salad with soft crab in mayonnaise,Daikon and pear salad,White kimchi,S sujebi,empty,Steamed sweet rice (add),Mushroom soup,Braised chicken drumsticks in sauce,Lettuce salad (balsamic vinegar dressing),Water kimchi
237,Rice (extra),Sliced potato soup,Braised konjac and quail eggs,Stir-fried cucumber,Water kimchi,S sweet red bean porridge,empty,Stir-fried rice with chicken and vegetables,Bean sprout soup,Deep-fried cuttlefish rings,Apple orange salad (yoghurt dressing),Radish kimchi cubes,S banana (50g),S milk (150ml),Steamed chestnut bean rice (40),Crab soup,Pan-fried tofu and vegetables,Seasoned salad with broccoli and sesame,Young radish kimchi
238,Steamed sweet rice,Mandu (dumpling) soup,Braised burdock slices and fried fish paste,Seasoned salad with sweet potato stem in soy paste,Water kimchi,S sesame porridge,S tangerine (50g),Anchovy rice ball,Mini-udon (white wheat noodles),Quail egg mayonnaise salad,empty,Radish kimchi cubes,S raisin potato bowl,S milk (150ml),Steamed sorghum rice (30),Young pumpkin soup(clear),Braised meat ball and paprika,Seasoned oyster mushroom,Sweet napa cabbage watery kimchi
239,Steamed sorghum rice (40),Rice cake soup,Braised pork in soy sauce,Seasoned salad with broccoli in sesame sauce,Radish kimchi cubes,S sweet potato salad with crushed nuts (yoghurt),S orange juice (sugar-free),Rice with beef and radish + sauce,Mushroom chive soup,Vegetable croquette,Seasoned salad with paprika in yuzu marinade,Pickled beet,S soft tofu salad (oriental dressing),S milk (200ml),Steamed corn rice,Tofu shabu-shabu,Scrambled eggs with soft crab,Seasoned salad with apple and lettuce,White kimchi
240,Steamed sorghum rice (30),Little neck clam soup(clear),Stir-fried beef and bokchoy,Seasoned perilla leaf,Radish kimchi cubes,S sweet potato dango,S milk (100ml),Mapa tofu rice bowl (mild flavor),Young pumpkin soup(clear),Seasoned salad with sedum in yuzu marinade,empty,Kohlrabi watery kimchi,S macaroni and vegetable salad,S homestyle banana milk,Steamed corn rice,Cod(fielet)  soup,Stir-fried beef brisket and green bean sprout,Seasoned salad with sweet potato stem in soy paste,White kimchi
241,Steamed corn rice (30),Seaweed mandu (dumpling) soup,Braised black beans,Daikon and pear salad,White kimchi,S raisin potato bowl,S milk (200ml),Japanese style beef over rice (kyudon),Oyster mushroom soup,Pan-fried napa cabbage,empty,Radish kimchi cubes,S cream sauce spaghetti,empty,Steamed sweet rice,Tofu shabu-shabu,Stir-fried chicken and broccoli,Lotus root and black sesame salad,White kimchi
242,Steamed sweet rice (add),Tofu soup,Braised pork in soy sauce,Cabbage salad (sesame dressing),Radish kimchi cubes,S soft crab cheese porridge,S apple (50g),Steamed brown sweet rice,Octopus soup,Barbequed beef and bokchoy,Fresh kimchi with chicory,White kimchi,S soft tofu salad (oriental dressing),S milk (150ml),Steamed brown sweet rice,Pork back-bone stew,Egg green bean sprout salad,Pan-fried young pumpkin,Water kimchi
243,Rice (extra),Unpressed tofu soup,Braised shrimp and lotus root,Seasoned salad with broccoli in sesame sauce,White kimchi,S banana (50g),S yoghurt (100ml),Deluxe rice with pyogo mushroom and chwinamul,Little neck clam soup(clear),Pan-fried tuna with perilla leaves,empty,Water kimchi,S snow white rice cake,S walnut milk,Steamed sorghum rice (40),Bean powder mugwort  soup,Steamed chicken with vegetables,Fresh kimchi with spring parsley and pear,Pickled beet
244,Steamed chestnut bean rice (30),Mung bean jelly soup,Soy sauce-braised beef,Stir-fried sweet potato stem,Water kimchi,S carrot soup,S tangerine (50g),Pork and cabbage over rice,Oyster mushroom soup,Parboiled cuttlefish and broccoli,empty,Radish kimchi cubes,S carrot and tofu snack,S homestyle blueberry milk,Steamed sweet rice,Mandu (dumpling) chicken stew,Pan-fried sea lettuce,Seasoned young pumpkin,White kimchi
245,Steamed sweet rice,Sliced potato soup,Quail eggs boiled down in soy sauce,Stir-fried cucumber,Water kimchi,S sweet red bean porridge,S orange juice (sugar-free),Pork kimchi bibimbap,Bean sprout soup,Royal-style tteokbokki (stir-fried rice cake),Green salad,Radish kimchi cubes,S soft tofu salad (oriental dressing),S milk (200ml),Steamed chestnut bean rice (40),Shellfish soup,Grilled smoked duck,Seasoned salad with paprika in yuzu marinade,White kimchi
246,Steamed sorghum rice (40),Unpressed soup (mild flavor),Stir-fried shrimp and vegetables,Seasoned salad with broccoli in sesame sauce,White kimchi,S korean melon salad,S milk (100ml),Steamed chestnut bean rice,Dried pollack and seaweed soup,Ketchup-braised pork belly,Seasoned winter mushroom and chive,Sweet napa cabbage watery kimchi,S rice with hot acorn jelly soup,empty,Rice (extra),Sujebi soup,Stir-fried chicken tenderloin and apple,Seasoned salad with lettuce in yuzu marinade,Radish kimchi cubes
247,Steamed mixed-grain rice,Salted shrimp soup or stew,Pan-fried winter mushroom with eggs,Seasoned salad with cabbage in soy red chilli paste,Water kimchi,S jujube milk soup,empty,Stir-fried rice with soft crab,Shredded radish soup,Seasoned mandu (dumpling),empty,Sweet napa cabbage watery kimchi,S fusilli salad,S milk (200ml),Steamed sweet potato rice,Pollack stew(clear),Braised pork roll with rice cake in soy sauce,Fresh kimchi with lettuce and wild chive,White kimchi
248,Steamed corn rice (30),Oyster mushroom soup,Stir-fried chive and eggs,Braised burdock slices and konjac,Water kimchi,S sweet potato salad (mayonnaise),S homestyle strawberry milk,Pork and cabbage over rice,Tofu shabu-shabu,Parboiled cuttlefish,empty,Radish kimchi cubes,S cream sauce spaghetti,S barley tea,Steamed sweet rice,Kimchi soup(clear),Pan-fried white fish,Seasoned salad with chwinamul(dried),Radish kimchi cubes
249,Steamed sweet rice (add),Mini-ball rice cake seaweed soup,Scrambled eggs with crab sticks,Seasoned salad with sweet potato stem in soy paste,White kimchi,S milk bread roll,S orange juice (sugar-free),Beef and aubergine over rice,Kimchi soup with fried tofu,Seasoned salad with paprika in yuzu marinade,Vegetable croquette,Pickled beet,S soft tofu salad (oriental dressing),S homestyle strawberry milk,Steamed red bean rice (30),Cod soup,Braised chicken wings and beef in soy sauce,Seasoned winter mushroom,Sweet napa cabbage watery kimchi
250,Steamed red bean rice (30),Tofu miso soup,Fried eggs,Stir-fried zucchini and dried shrimp,White kimchi,S beef burdock porridge,S sweet pumpkin rice punch,Stir-fried rice with broccoli and vegetables,Shellfish soup,Bacon roll with vegetables,empty,Pickled beet,S banana (50g),S yoghurt (100ml),Steamed chestnut bean rice,Mandu (dumpling) soup,Pan-fried vegetables with tuna,Seasoned salad with bean sprout,Water kimchi
251,Steamed corn rice,Salted seaweed soup,Rolled omelette with perilla leaves,Seasoned salad with sweet potato stem in soy paste,Sweet radish kimchi,S steamed sweet potato,S peach walnut smoothie,Bibimbap with spring herbs,Seaweed fulvescens sujebi soup,Pan-fried beef,empty,Water kimchi,S hard boiled egg (50g),S milk (100ml),Steamed rice,Dried shrimp daikon soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with bean sprout,Pickled beet
252,Steamed sweet rice (30),Oyster mushroom soup,Braised meat ball and paprika,Seasoned spinach,Ponytail radish kimchi,S potato salad,S sweet pumpkin rice punch,Rice bowl with chicken in oyster sauce,Assorted mushroom stew,Sedum and black sesame salad,empty,Pickled beet,S cheese stick,S sweet potato shake,Steamed red bean rice,Mandu (dumpling) soup,(chilli powder-free) braised mackerel,Salted dried sea lettuce,Young radish water kimchi
253,Steamed sweet potato rice (40),Clam and chive soup(clear),Stir-fried burdock and glass noodles,Stir-fried spring parsley,Cucumber kimchi,S banana (50g),S yoghurt (100ml),Curried rice with beef,Shredded radish soup,Fried mandu (dumpling),empty,Pickled korean style daikon,S macaroni and vegetable salad,S homestyle banana milk,Steamed corn rice,Potato soup,Braised spicy chicken without bones,Seasoned winter cabbage,White kimchi
254,Steamed sweet rice (30),Mandu (dumpling) soup,Tofu steak,Braised burdock slices and konjac,Water kimchi,S red bean porridge,S milk (100ml),Chicken teriyaki rice bowl,Miso paste broth,Seasoned salad with paprika in soy red chilli paste,empty,Pickled beet,S soft tofu salad (oriental dressing),S homestyle blueberry banana milk,Steamed sorghum rice,Short rib beef soup,Pan-fried shredded potato,Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes
255,Steamed sorghum rice (40),Young pumpkin soup(clear),(low-salt) braised eggs in soy sauce,Seasoned salad with cucumber and paprika,Water kimchi,S yellow peach-80g,S milk (150ml),Curried rice with chicken and potato + marinade sauce,Oyster mushroom soup,Seasoned salad with cuttlefish in vinegar marinade,Deep-fried spring rolls,Pickled beet,S pan-fried vegetables,S sweet pumpkin rice punch,Steamed chestnut bean rice,Tofu soy paste stew,Stir-fried beef and bokchoy,Lettuce-wraps,White kimchi
256,Steamed chestnut red bean sweet rice (40),Napa cabbage soup with glass noodles,Stir-fried tofu and vegetables in oyster sauce,Steamed aubergine in sauce,Radish kimchi cubes,S injeolmi (rice cake coated with bean powder),S milk (150ml),Pork and cabbage over rice,Zucchini soup(clear),Pan-fried seafood and chive,empty,Water kimchi,S soft tofu salad (oriental dressing),S homestyle blueberry milk,Steamed sweet rice,Daikon soy paste soup,Grilled smoked duck,Seasoned broccoli,Kohlrabi watery kimchi
257,Steamed sorghum rice (40),Soft tofu crap soup,Rolled paprika omelet,Seasoned oyster mushroom,Water kimchi,S banana (100g),S milk (100ml),Tomato spaghetti,Carrot soup,Roasted potato with butter,Lotus root and black sesame salad,Pickled beet,S hard boiled egg (50g),S orange juice,Steamed rice,Napa cabbage soup(clear),Grilled halibut(fielet),Seasoned salad with green bean sprout,White kimchi
258,Steamed mung bean rice,Unpressed soup(clear),Pan-fried winter mushroom with eggs,Seasoned salad with cucumber,Water kimchi,S sweet pumpkin porridge,S homestyle blueberry milk,Stir-fried rice with shrimp and sea lettuce,Potato dough soup,Chicken tender salad (mustard dressing),empty,Pickled beet,S raisin potato bowl,S milk (150ml),Steamed pearl barley rice,Mushroom chive soup,Barbequed beef,Seasoned salad with paprika in yuzu marinade,Radish kimchi cubes
259,Steamed chestnut bean rice (30),Tofu miso soup,Grilled cutlassfish,Parboiled broccoli,Sweet radish kimchi,S potato salad,S sweet pumpkin rice punch,Pork and cabbage over rice,Spring onion egg  soup,Pan-fried mung bean,empty,Water kimchi,S soft tofu salad (oriental dressing),S sweet potato shake,Baby anchovy rice ball,Mini udon with fried tofu,Stir-fried chicken with cheese,empty,Pickled beet
260,Steamed corn rice (30),Zucchini salted shrimp soup,Pan-fried vegetables with crushed tofu,Braised burdock slices and konjac,Perilla leaf kimchi,S raisin potato bowl,S milk (200ml),Beef vegetable fried rice,Oyster mushroom soup,Pan-fried mung bean,empty,Pickled beet,S aglio e olio spaghetti,S strawberry (100g),Steamed sweet rice,Pollack stew(clear),Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with spring cabbage,Ponytail radish kimchi
261,Steamed chestnut bean rice,Tofu miso soup,Grilled cutlassfish,Parboiled broccoli,Sweet radish kimchi,S potato salad,S orange juice,Pork and cabbage over rice,Spring onion egg  soup,Pan-fried shrimp and sea lettuce,empty,Water kimchi,S soft tofu salad (oriental dressing),S milk (100ml),Baby anchovy rice ball,Mini udon with fried tofu,Stir-fried chicken with cheese,empty,Pickled beet
262,Steamed sorghum rice (30),Potato soy paste soup(clear),"(low sodium, low sugar) soy sauce-braised beef",Soft tofu salad (oriental dressing),White kimchi,S cucumber carrot stick,S homestyle blueberry milk,Rice roll with perilla leaves,Veggie soup,Mini pork cutlet,Seasoned salad with paprika in yuzu marinade,Radish kimchi cubes,S egg veggie porridge,S rice-based beverage,Stir-fried rice with broccoli and vegetables,Clam soy paste stew,Grilled halibut with sweet rice,Daikon salad,Young radish kimchi
263,Steamed sweet rice (30),Young pumpkin soup(clear),Stir-fried shrimp in ketchup,Seasoned salad with sweet potato stem in soy paste,White kimchi,S steamed corn,S milk with misugaru (mixed grain powder),Bacon rice ball,Winter mushroom miso soup,Braised burdock slices and konjac,Vegetable croquette,Pickled beet,S apple (100g),S yoghurt (100ml),Steamed red bean rice,Mussel daikon soup,Pan-fried vegetables with tuna,Seasoned salad with shepherd's purse,Sweet napa cabbage watery kimchi
264,Steamed sorghum rice (30),Cod soup,Eggs boiled down in soy sauce,Dried radish,Water kimchi,S snow white rice cake,S orange juice (sugar-free),Barbequed beef rice bowl with water celery,Young pumpkin soup(clear),Pan-fried seafood and kimchi,empty,Pickled beet,S macaroni and vegetable salad,S milk (200ml),Steamed rice,Cuttlefish daikon soup(clear),Dumpling in fruit sauce,Seasoned salad with acorn jelly,Water kimchi
265,Steamed sweet rice,Oyster mushroom soup,Barbequed beef,Seasoned salad with bean sprout,Kohlrabi watery kimchi,S steamed potato,S black sesame soy milk (100ml),Stir-fried rice with broccoli and vegetables,Brown kelp and potato soup,Roasted chicken drumstick,Cabbage salad,Pickled beet,S banana apple kiwi salad,S milk (150ml),Steamed red bean rice,Tofu shabu-shabu,Stir-fried jukkumi and vegetables in soy sauce,Daikon and pear salad,Sweet radish kimchi
266,Steamed sorghum rice (30),Mandu (dumpling) soup,Stir-fried dried shrimp and zucchini,Seasoned winter mushroom,White kimchi,S beef burdock porridge,S milk (100ml),Stir-fried rice with cuttlefish and kimchi,Spring onion egg  soup,Vegetable croquette,empty,Pickled beet,S steamed sweet potato,S homestyle banana milk,Steamed chestnut bean rice,Seaweed fulvescens tofu soup,Braised chicken drumsticks,Seasoned salad with bean sprout,Ponytail radish kimchi
267,Steamed sweet rice,Clear napa cabbage soup,Braised spanish mackerel in soy sauce,Seasoned salad with sweet potato stem in soy paste,Water kimchi,S raisin potato bowl,S orange juice (sugar-free),Baby anchovy rice ball,Stir-fried udon (white wheat noodles) in curry,Lotus root and black sesame salad,empty,Pickled beet,S cheese stick,S milk (100ml),Steamed red bean rice (30),Unpressedtofu stew,Braised bulgogi,Seasoned carrot and green bean sprout,Radish kimchi cubes
268,Steamed mixed-grain rice,Napa cabbage soup(clear),Rolled omelette,Braised burdock slices and konjac,White kimchi,Banana apple kiwi salad,S milk (100ml),Soy-based shrimp rice bowl,Tofu miso paste soup,Lettuce salad,empty,Kohlrabi watery kimchi,S hard boiled egg (50g),S sweet potato shake,Steamed rice,Octopus soup,Stir-fried chicken drumsticks and paprika,Seasoned oyster mushroom,White kimchi
269,Steamed sweet rice (add),Shredded radish onion soup,Pan-fried ham tuna and vegetables,Stir-fried dried shrimp and zucchini,White kimchi,S steamed sweet potato,S milk (200ml),Stir-fried rice with vegetables,Short-necked clam(shell-less) soup,Grilled smoked duck,empty,Kohlrabi watery kimchi,S aglio e olio spaghetti,S rice punch,Steamed sorghum rice,Veggie soup,Pork cutlet,Lettuce salad,Radish kimchi cubes
270,Steamed chestnut bean rice,Soft tofu soup(clear),Roasted chicken(meat only) in teriyaki sauce,Stir-fried three-color potato,White kimchi,S orange (50g),S milk (150ml),Bibimbap with summer radish,Soy paste with beef and mushroom,Pan-fried pollack(sliced),empty,Water kimchi,S fruit salad (yoghurt dressing),S black sesame soy milk (100ml),Steamed sweet rice,Shellfish soup,Tofu dumpling,Lettuce salad (oriental dressing),Pickled beet
271,Steamed red bean rice (40),Mandu (dumpling) soup,Braised meat ball and paprika,Seasoned winter mushroom,Young radish water kimchi,S soft crab porridge,S solomon's seal tea,Stir-fried rice with broccoli and vegetables,Brown kelp and potato soup,Boneless chicken steak with sauce,Tomato cheese salad,Pickled beet,S raisin potato bowl,S milk (150ml),Steamed chestnut bean rice,Assorted mushroom stew,Stir-fried tofu and glass noodles,Braised burdock slices and konjac,Cucumber kimchi
272,Steamed rice (30),Tofu soup(clear),Rolled omelette with shrimp,Seasoned salad with seaweed in vinegar marinade,Water kimchi,S half-moon rice cake,S sweet pumpkin rice punch,Stir-fried rice beef in oyster sauce,Dried bonito soy paste soup,Parboiled cuttlefish and broccoli,empty,Sweet radish kimchi,S korean melon (100g),S milk (200ml),Steamed brown rice,Clam soy paste soup,Steamed pork rib and potato,Fresh kimchi winter cabbage,Radish kimchi cubes
273,Steamed corn rice (30),Tofu bean sprout soup,Braised potato,Grilled salted seaweed,White kimchi,S soft tofu salad (oriental dressing),S milk with misugaru (mixed grain powder),Petite gimbap (rice roll),Mini-udon (white wheat noodles),Bacon roll with vegetables,empty,Water kimchi,S aglio e olio spaghetti,S lemon juice,Steamed sweet rice,Mandu (dumpling) chicken stew,Pan-fried dried shrimp and curled mallow,Seasoned salad with bean sprout,Radish kimchi cubes
274,Steamed red bean rice (30),Young pumpkin soup(clear),Braised tofu in soy sauce,Seasoned salad with sweet potato stem in soy paste,Water kimchi,S raisin potato bowl,S homestyle strawberry milk,Steamed black rice,Carrot soup,Shrimp cutlet,Green salad,Pickled beet,S red bean porridge,S omija tea,Steamed sweet rice,Mild pork kimchi stew,Fried eggs,Stir-fried winter mushroom,Radish kimchi cubes
275,Steamed sorghum rice (40),Potato soup,"(low sodium, low sugar) soy sauce-braised beef",Seasoned oyster mushroom,Ponytail radish kimchi,S soft tofu salad (oriental dressing),S milk (200ml),Stir-fried rice with aubergine and vegetables,Chicken stew(clear),Stir-fried webfoot octopus and vegetables,empty,Radish kimchi cubes,S sweet pumpkin cream risotto,S orange juice (sugar-free),Steamed chestnut red bean sweet rice,Pork back-bone stew,Pan-fried seafood and kimchi,Stir-fried summer radish,Cucumber kimchi
276,Steamed red bean rice (30),Daikon soy paste soup,Grilled halibut(fielet),Braised burdock slices and konjac,Water kimchi,S banana apple kiwi salad,S milk (150ml),Beef rice ball with seaweed flakes,Udon (white wheat noodles) soup without noodles,Royal-style tteokbokki (stir-fried rice cake),empty,Pickled beet,S fermented rice cake,S rice punch,Steamed sweet rice (add),Mandu (dumpling) soup,Braised meat ball and paprika,Stir-fried dried shrimp and zucchini,White kimchi
277,Steamed red bean sweet rice (30),Zucchini tofu salted shrimp soup,Pan-fried winter mushroom with eggs,Seasoned salad with sweet potato stem in soy paste,Ponytail radish kimchi,S potato salad,S homestyle banana milk,Pork and cabbage over rice,Oyster mushroom soup(clear),Braised pork roll with rice cake in soy sauce,empty,Sweet napa cabbage watery kimchi,S aglio e olio spaghetti,S orange juice (sugar-free),Steamed sweet rice,Konjac fried fish paste soup,Stir-fried chicken and cabbage,Seasoned broccoli,Young radish water kimchi
278,Steamed red bean rice (40),Little neck clam soup,Steamed fish and zucchini,Seasoned salad with grilled aubergine,Kohlrabi watery kimchi,S soft tofu salad (oriental dressing),S milk (200ml),Paprika rice ball with fried tofu,Mini-udon (white wheat noodles),Chicken nuggets + sauce,Lettuce salad,Pickled beet,S steamed sweet potato,S tomato juice,Steamed pearl barley rice,Potato onion soup,Teriyaki sauce-braised pork,Seasoned salad with broccoli,Radish kimchi cubes
279,Steamed corn rice (30),Bean sprout soup,Rolled omelet with tuna,Seasoned young pumpkin,Young radish water kimchi,S cheese,S peach walnut smoothie,Steamed sweet rice,Sujebi with zucchini and potato,Braised chicken in tomato sauce,Steamed aubergine with marinade sauce,Radish kimchi cubes,S milk bread roll + strawberry jam,S orange juice (sugar-free),Rice ball with seaweed flakes,Mini udon with fried tofu,Braised chicken roll with vegetables,empty,Young radish kimchi
280,Steamed pearl barley rice (30),Mandu (dumpling) soup,Braised tofu,Fresh kimchi with spring parsley and pear,Radish kimchi cubes,S soft tofu salad (oriental dressing),S homestyle banana milk,Curried rice,Bean sprout soup,Deep-fried spring rolls,Seasoned salad with lettuce in yuzu marinade,Kohlrabi watery kimchi,S steamed potato,S milk (100ml),Steamed pearl barley rice,Mild tuna kimchi stew,Seasoned salad with bokchoy and acorn jelly,Seasoned salad with oyster mushroom,Pickled beet
281,Steamed mixed-grain rice (40),Unpressed soup(clear),Quail eggs boiled down in soy sauce,Seasoned salad with chwinamul(dried),Water kimchi,S apple (100g),S milk (200ml),Stir-fried rice with aubergine and vegetables,Curled mallow soup(clear),Steamed seafood and sweet pumpkin,Sprout salad,Pickled beet,S mushroom broccoli vegetable porridge,S rice punch,Steamed sweet rice (add),Whole chicken soup,Pan-fried brown kelp and potato,Stir-fried sweet potato stem,Young radish water kimchi
282,Steamed corn rice (30),Fried fish cake soup,Stir-fried tofu and vegetables in oyster sauce,Seasoned salad with broccoli,Radish kimchi cubes,S blueberry (50g),S yoghurt (100ml),Omelette rice,Mini-udon (white wheat noodles),Chicken breast (mustard sauce),empty,Pickled beet,S steamed potato,S homestyle banana milk,Steamed sorghum rice,Mushroom shabu-shabu,Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with paprika in yuzu marinade,Ponytail radish kimchi
283,Steamed rice with black beans (40),Spring onion bean sprout soup,Three-color steamed eggs,Stir-fried potato and paprika,Water kimchi,S broccoli porridge,S sweet pumpkin rice punch,Bibimbap with butter and braised beef in soy sauce,Dried bonito soy paste soup,Seasoned salad with lettuce and acorn jelly and vegetables,S yoghurt (100ml),Young radish water kimchi,S banana apple kiwi salad,S milk with misugaru (mixed grain powder),Steamed sweet rice,Tofu miso soup,Pork stir-fried with black bean paste,Fresh kimchi with spring parsley,Sweet radish kimchi
284,Steamed corn rice (30),Rice cake and dumpling soup,Stir-fried dried shrimp and zucchini,Seasoned salad with dried radish,Water kimchi,S hard boiled egg (30g),S black soybean milk (100ml),Deluxe rice with mushroom + marinade sauce,Spring onion soup,Fried mandu (dumpling),Seasoned salad with paprika in yuzu marinade,Pickled beet,S raisin potato bowl,S homestyle blueberry milk,Steamed sorghum rice,Clear cabbage soup,Sirloin bulgogi with mushroom,Steamed aubergine in sauce,Radish kimchi cubes
285,Steamed sorghum rice (30),Beef soup with glass noodles,Stir-fried potato and fried fish paste,Seasoned salad with lettuce in yuzu marinade,Sweet radish kimchi,S soft tofu salad (oriental dressing),S milk (100ml),Stir-fried rice with jukkumi and water celery,Kimchi soup with fried tofu,Vegetable croquette,Daikon and pear salad,Water kimchi,S apple (50g),S homestyle blueberry milk,Steamed sweet rice and red bean,Assorted mushroom stew,Roasted pork roll with vagetables,Sea spurrey,White kimchi
286,Steamed chestnut bean rice (30),Mushroom soup with glass noodles,Soft steamed tofu,Seasoned salad with paprika in yuzu marinade,Young radish water kimchi,S potato salad,S milk (100ml),Non-spicy stir-fried rice with kimchi,Sweet pumpkin soup,Fried mandu (dumpling),Apple orange salad (yoghurt dressing),Pickled beet,S cream sauce spaghetti,S green plum juice,Steamed sweet rice (add),Tofu shabu-shabu,Pan-fried seafood and chive,Daikon and seaweed salad,Water kimchi
287,Steamed chestnut bean rice (40),Sliced potato soup,Braised konjac and quail eggs,Stir-fried cucumber,Young radish kimchi,S sweet red bean porridge,S rice-based beverage,Pork kimchi bibimbap,Bean sprout soup,Pan-fried shrimp and sea lettuce,Lettuce salad,Water kimchi,S snow white rice cake,S milk with misugaru (mixed grain powder),Steamed chestnut bean rice,Mild unpressed tofu stew,Stir-fried chicken tenderloin and apple,Fresh kimchi winter cabbage,Pickled beet
288,Steamed sweet rice (30),Mandu (dumpling) soup,Braised meat ball and paprika,Seasoned salad with sweet potato stem in soy paste,Water kimchi,S soft crab porridge,S green plum tea,Stir-fried rice with tofu and bacon,Anchovy soy paste soup,Seasoned salad with lettuce in yuzu marinade,Vegetable croquette,Radish kimchi cubes,S raisin potato bowl,S milk (150ml),Steamed red bean rice (40),Pork back-bone stew,Pan-fried kimchi,Steamed bean sprout,Pickled beet
289,Steamed sorghum rice,Salted seaweed soup,Royal-style tteokbokki (stir-fried rice cake),Braised burdock slices and konjac,Kohlrabi watery kimchi,S soft tofu salad (oriental dressing),S homestyle banana milk,Curried rice with chicken and potato + marinade sauce,Shredded radish soup,Steamed mandu (dumpling),Stir-fried zucchini and dried shrimp,Pickled beet,S hard boiled egg (50g),S orange juice (sugar-free),Steamed chestnut bean rice,Chicken bone broth,Pan-fried vegetables with tuna,Seasoned salad with tofu and seaweed fusiforme,Radish kimchi cubes
290,Steamed potato rice (30),Clear napa cabbage soup,Boiled tofu,Seasoned salad with cucumber,Water kimchi,S sweet red bean porridge,S milk (100ml),Stir-fried rice with soft tofu,Spring onion egg  soup,Pork stir-fried with black bean paste,Lettuce salad,Pickled beet,S korean melon salad,S milk with misugaru (mixed grain powder),Steamed corn rice,Young pumpkin soup(clear),Stir-fried chicken and pyogo mushroom,Pan-fried clam and broccoli,Radish kimchi cubes
291,Steamed corn rice (40),Unpressed soup(clear),Seasoned oyster mushroom,Seasoned salad with sweet potato stem in soy paste,Pickled beet,S snow white rice cake,S orange juice (sugar-free),Pork and cabbage over rice,Potato egg soup,Deep-fried mandu (dumpling) + soy sauce with vinegar,Seasoned salad with paprika in yuzu marinade,Water kimchi,S soft tofu salad (oriental dressing),S milk (200ml),Steamed sweet rice,Bean sprout beef stew,Stir-fried jukkumi and vegetables in soy sauce,Steamed aubergine in sauce,Ponytail radish kimchi
292,Steamed chestnut bean rice (30),Clear little neck clam soup,Spinach frittata,Braised burdock slices and konjac,Young radish water kimchi,S raisin potato bowl,S milk (100ml),Steamed sweet rice,Broccoli soup,Pork cutlet + sauce,Cabbage salad,Radish kimchi cubes,S steamed sweet potato,S homestyle strawberry milk,Steamed pearl barley rice,Mung bean jelly soup,Braised chicken in tomato sauce,Daikon and pear salad,Sweet napa cabbage watery kimchi
293,Steamed sweet potato rice (40),Young pumpkin soup(clear),(low-salt) braised chicken and sweet pumpkin,Seasoned perilla leaf,Water kimchi,S potato salad,S milk (200ml),Curried rice with beef,Spring onion egg  soup,Lettuce salad (kiwi dressing),empty,Pickled beet,S deluxe rice ball,S green plum juice,Steamed sweet barley rice,Short-necked clam(shell-less) soup,Roasted pork belly,Fresh kimchi with spring parsley,Water kimchi
294,Steamed sweet rice (30),Potato soup,Pan-fried sea lettuce,Braised burdock,White kimchi,S banana (100g),S yoghurt (100ml),Stir-fried rice with eggs and spring onion,Clear napa cabbage soup,Pork stir-fried with black bean paste,Lettuce salad (kiwi dressing),Radish kimchi cubes,S steamed sweet potato,S milk (100ml),Steamed red bean rice,Mandu (dumpling) soup,Braised beef and vegetables,Tofu tuna salad (yuzu dressing),Radish kimchi cubes
295,Steamed millet rice,Bokchoy soy paste soup,Braised meat ball,Seasoned salad with chwinamul(dried),White kimchi,S orange (50g),S walnut milk,Stir-fried rice with aubergine and vegetables,Dried bonito soy paste soup,Stir-fried webfoot octopus and vegetables,empty,Young radish water kimchi,S hard boiled egg (50g),S milk with misugaru (mixed grain powder),Steamed chestnut red bean sweet rice,Spring onion bean sprout soup,Pork stir-fried with black bean paste,Potato salad,Water kimchi
296,Steamed chestnut bean rice (30),Oyster mushroom soup,Stir-fried tofu and vegetables in oyster sauce,Steamed aubergine with marinade sauce,White kimchi,S half-moon rice cake,S milk (100ml),Pork and cabbage over rice,Tofu shabu-shabu,Seasoned salad with lettuce in yuzu marinade,empty,Pickled beet,S yellow peach-80g,S yoghurt (100ml),Steamed sorghum rice,Chicken stew,Pan-fried seafood and spring cabbage,Salted sea lettuce,Ponytail radish kimchi
297,Steamed corn rice (30),Mushroom beef soup,Steamed eggs (40g),Fresh kimchi winter cabbage,Pickled beet,S soft tofu salad (oriental dressing),S sweet potato shake,Stir-fried rice with chicken and vegetables,Zucchini soup(clear),Parboiled cuttlefish,Sedum and black sesame salad,Young radish kimchi,S aglio e olio spaghetti,S rice punch,Steamed pearl barley rice,Bean sprout soup,Braised meat ball,Steamed aubergine in sauce,Young radish water kimchi
