,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
233,Steamed sweet potato rice,Cold seaweed soup,Braised frozen atka mackerel and daikon,Fresh kimchi with spring parsley and pear,Napa cabbage kimchi,empty,S homestyle blueberry milk,Steamed pearl barley rice,Soy paste soup,Steamed sweet pumpkin,Chicken breast (mustard sauce),Pickled beet,empty,S banana shake,Steamed sweet rice,Potato dough soup,Barbequed pork belly and cuttlefish,Lettuce salad (kiwi dressing),Napa cabbage kimchi
234,Steamed sorghum rice,Short rib beef soup + glass noodles,Braised potato and fried fish cake,Seasoned salad with broccoli,Ponytail radish kimchi,S banana (50g),empty,Rice with beans,Wild chive soy paste soup,Pork cutlet+sauce( sirloin),Macaroni and vegetable salad,Radish kimchi cubes,S kiwi (50g),S tomato juice,Shrimp cream spaghetti,Soy paste soup,Seasoned salad with lettuce and acorn jelly and vegetables,empty,Pickled cucumber
235,Steamed sweet rice (30),Cuttlefish daikon soup(clear),Steamed eggs with vegetables,Stir-fried seaweed stem,Ponytail radish kimchi,S orange (50g),S milk with misugaru (mixed grain powder),Stir-fried rice with broccoli and vegetables,Noodles in fried fish paste soup,Braised chicken drumsticks,Steamed aubergine in sauce,Kohlrabi watery kimchi,S bread with chestnut,S homestyle banana milk,Steamed sorghum rice,Carrot soup,Salmon steak,Macaroni and vegetable salad (mayonnaise),Pickled beet
236,Steamed sorghum rice (30),Frozen and dried pollack seaweed soup,Pan-fried mushroom,empty,Radish kimchi cubes,S banana apple kiwi salad,empty,Beef and aubergine over rice,Tofu soup(clear),Pan-fried seafood and chive,Seasoned winter mushroom,White kimchi,S raisin potato bowl,S milk (100ml),Steamed sweet rice,Beef brisket soy paste soup,Shrimp dumpling,Braised sweet pumpkin and nuts,Napa cabbage kimchi
237,Steamed mung bean rice,Tofu clam soup,Rolled omelet with tuna,Tomato caprese salad,Young radish water kimchi,S kiwi (50g),S walnut milk,Curried rice with saesongyi mushroom,Potato onion soup,Steamed mandu (dumpling),Seasoned salad with lettuce in yuzu marinade,Pickled korean style daikon,S pancake,S black sesame soy milk (150ml),Steamed pearl barley rice,Cod(fielet)  soup,Roasted smoked duck with vagetable,Stir-fried zucchini and carrot,Napa cabbage kimchi
238,Steamed mixed-grain rice (30),Sliced potato soup,Stir-fried chicken in soy paste without bones,Seasoned carrot and green bean sprout,Ponytail radish kimchi,S milk with misugaru (mixed grain powder),empty,Steamed sweet rice (add),White seafood noodle soup,Lettuce salad in yuzu marinade,Seasoned salad with winter cabbage,Radish kimchi cubes,S grilled sweet potato,S rice punch,Steamed pearl barley rice,Carrot soup,Pan-fried tuna and paprika,Stir-fried sweet potato stem,Napa cabbage kimchi
239,Steamed sorghum rice,Mushroom stew,Rolled omelet with tuna,Seasoned salad with bellflower root,Pickled beet,S grape (100g),S yoghurt (100ml),Beef and aubergine over rice,Fried tofu soup,Pan-fried meat dumpling,Lettuce salad,Radish kimchi cubes,empty,S sweet potato shake,Steamed chestnut bean rice,Assorted mushroom stew,Stir-fried spicy jukkumi,Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes
240,Steamed red bean rice,Clear little neck clam soup,Braised pork shank in soy sauce,Seasoned salad with bellflower root,White kimchi,S cereal,S milk (100ml),Stir-fried rice with beef and paprika,Young pumpkin soup(clear),Roasted chicken drumstick,Sweet potato mash with nuts,Sweet radish kimchi,S tomato (200g),empty,Steamed corn rice,Mung bean jelly soup,Stir-fried chicken breast with three-color paprika,Stir-fried daikon slices,Water kimchi
241,Steamed pearl barley rice,Potato soy paste soup,Soy sauce-braised beef shank,Seasoned salad with bean sprout,Napa cabbage kimchi,S carrot soup,empty,Steamed rice with mapa tofu,Dried bonito soy paste soup,Roasted chicken(meat only) with butter,Coleslaw,Napa cabbage kimchi,empty,S apple salad (mayonnaise),Steamed chestnut rice,Mushroom stew in soy sauce,Steamed dried pollack veggie,Dried radish,White kimchi
242,Steamed sweet rice,Konjac fried fish paste soup,Stir-fried tofu and vegetables in oyster sauce,empty,Radish kimchi cubes,S kiwi (50g),empty,Pork and cabbage over rice,Unpressed soup(clear),Braised shrimp bowl,empty,Pickled beet,S kiwi (50g),S milk (100ml),Steamed sweet rice,Daikon soy paste soup,Grilled smoked duck,Fresh kimchi with spring cabbage and chive,White kimchi
243,Steamed red bean rice (30),Oyster seaweed soup,Stir-fried shrimp in ketchup,Dried radish,Young radish kimchi,S milk (100ml),empty,Beef and aubergine over rice,Mandu (dumpling) soup,Deep-fried vegetables(sweet potato) with corn,Banana apple kiwi salad,Radish kimchi cubes,S croissant (30g),S orange juice,Steamed sweet rice,Tofu soup,Grilled spanish mackerel in teriyaki sauce,Macaroni and vegetable salad (mayonnaise),Cucumber kimchi
244,Steamed red bean rice,Zucchini soup(clear),Roasted smoked duck with vagetable,Seasoned salad with perilla leaves in vinegar marinade,Young radish water kimchi,S kiwi (50g),S green plum tea,Steamed sweet rice,Assorted mushroom stew,Braised spanish mackerel in soy sauce,Pear and cucumber salad,Radish kimchi cubes,S sweet pumpkin salad (mayonnaise),S sweet potato shake,Pork and cabbage over rice,Winter mushroom miso paste soup,Pan-fried seafood and spring cabbage,Lettuce salad in yuzu marinade,Seasoned salad with pickled daikon
245,Beef rice ball with seaweed flakes,Spring onion bean sprout soup,Scrambled eggs with soft crab,Seasoned salad with lotus root in black sesame sauce,Pickled korean style daikon,S pineapple (50g),S rice punch,Steamed sweet barley rice,Kimchi tofu stew,(low-salt) braised cutlassfish,Seasoned salad with spring parsley,Radish watery kimchi,empty,S homestyle banana milk,Steamed corn rice,Tofu shabu-shabu,Chuncheon-style stir-fried chicken,Seasoned winter cabbage,White kimchi
246,Steamed chestnut red bean sweet rice,Mushroom chive soup,Steamed eggs (30g),Seasoned oyster mushroom,Sweet radish kimchi,S kiwi (50g),S grape juice,Japanese style beef over rice (kyudon),Udon (white wheat noodles) soup without noodles,Mini pork cutlet,Cucumber salad,Radish kimchi cubes,S grilled sweet potato,S green plum tea,Steamed sorghum rice,Fried fish paste soup(clear),Braised pork rib with soy sauce,Seasoned salad with winter cabbage,Young radish kimchi
247,Steamed pearl barley rice,Seaweed soup,Stir-fried tofu and vegetables in oyster sauce,Seasoned salad with lettuce in yuzu marinade,Radish kimchi cubes,S yoghurt (100ml),empty,Curried rice,Bean sprout soup,Deep-fried chicken drumsticks,empty,Ponytail radish kimchi,S steamed potato,S milk (100ml),Steamed pearl barley rice,Groundsel dried shrimp  soup,Steamed frozen pollack,Seasoned salad with bokchoy and acorn jelly,Water kimchi
248,Stir-fried rice with vegetables and ham,Potato soup,Stir-fried anchovy and crashed walnut,Seasoned winter mushroom,Napa cabbage kimchi,S milk (100ml),S peach walnut smoothie,Steamed chestnut bean rice,Squid onion soup,Barbequed beef and mini-ball rice cake,Seasoned perilla leaf and perilla seed,Napa cabbage kimchi,S milk (100ml),S yakgwa (honey cookie),Steamed pearl barley rice,Short rib beef soup(plate),Grilled pork and sweet rice (soy sauce),Stir-fried zucchini and salted shrimp,Radish kimchi cubes
249,Steamed red bean sweet rice,Seaweed mandu (dumpling) soup,Three-color steamed eggs,Stir-fried zucchini,Ponytail radish kimchi,S peach (80g),S homestyle banana milk,Steamed corn rice,Tofu shabu-shabu,Grilled halibut in yuzu marinade,Seasoned salad with sweet potato stem in soy paste,Ponytail radish kimchi,S raisin potato bowl,S rice-based beverage,Steamed sweet rice and red bean,Mushroom shabu-shabu,Pork stir-fried with black bean paste,(chilli powder-free) seasoned salad with chive and apple,Young radish kimchi
250,Rice with beans,Shredded radish onion soup,Braised semi dried pollack in sweet soy sauce,Seasoned sweet potato stem and perilla seed,Napa cabbage kimchi,S tomato (200g),empty,Bibimbap with mung bean jelly,Sliced potato soup,Dumpling in fruit sauce,Macaroni salad,Pickled korean style daikon,empty,S homestyle banana milk,Steamed mung bean rice,Shellfish soup,Braised chicken in curry(meat only),Salted seaweed,Young radish kimchi
251,Steamed red bean sweet rice (30),Tofu salted shrimp soup or stew,Pan-fried winter mushroom with eggs,Seasoned salad with sweet potato stem in soy paste,Ponytail radish kimchi,S banana (50g),empty,Pork and cabbage over rice,Oyster mushroom soup(clear),Braised pork roll with rice cake in soy sauce,Seasoned salad with sweet potato stem in soy paste,Sweet napa cabbage watery kimchi,S strawberry jam bread,S homestyle blueberry milk,Steamed sweet rice,Napa cabbage soup with glass noodles,Stir-fried chicken breast with three-color paprika,Seasoned salad with daikon and seaweed,Young radish water kimchi
252,Steamed red bean rice (30),Young pumpkin soup(clear),Braised chicken and lotus root in soy sauce,Seasoned winter mushroom and chive,Water kimchi,S homestyle strawberry milk,empty,Pork and cabbage over rice,Stir-fried udon (white wheat noodles) in curry,Seasoned salad with paprika in yuzu marinade,empty,Pickled beet,S cream tteokbokki (stir-fried rice cake),S green plum juice,Steamed rice,Kimchi fried fish paste soup,Braised bulgogi,Seasoned salad with sweet potato stem in soy paste,Ponytail radish kimchi
253,Paprika rice ball with fried tofu,Spring onion soy paste soup,Stir-fried tofu and vegetables in oyster sauce,Seasoned salad with bean sprout,Napa cabbage kimchi,S milk with misugaru (mixed grain powder),empty,Steamed sweet rice,Mandu (dumpling) chicken stew,Barbequed pork belly and cuttlefish (mild flavor),Seasoned salad with sweet potato stem in soy paste,Napa cabbage kimchi,empty,S milk with misugaru (mixed grain powder),Steamed chestnut bean rice,Pork back-bone stew,Stir-fried jukkumi and,Braised black beans,Radish kimchi cubes
254,Steamed sorghum rice (30),Old pumpkin soup,Stir-fried potato and fried fish paste,Pan-fried mushroom,Cucumber kimchi,S carrot seaweed flake porridge,empty,Steamed sweet rice and red bean,Carrot soup,Pork cutlet + sauce,Macaroni and vegetable salad (mayonnaise),Radish kimchi cubes,S burdock rice ball,S milk (150ml),Rice with beans,Curled mallow soy paste stew,Ketchup-braised chicken drumsticks,Seasoned salad with chwinamul(dried),Ponytail radish kimchi
255,Steamed red bean rice (30),Young pumpkin soup(clear),Fried eggs with tofu,Braised burdock slices and konjac,Radish kimchi cubes,S homestyle strawberry milk,empty,Beef rice ball with seaweed flakes,Mandu (dumpling) soup,Braised spanish mackerel in soy sauce,empty,Pickled beet,S cream tteokbokki (stir-fried rice cake),S mango juice,Steamed sweet rice,Assorted mushroom stew,Braised meat ball and paprika,Seasoned salad with cucumber,Water kimchi
256,Steamed pearl barley rice,Mugwort soup,Grilled halibut with sweet rice,Seasoned salad with sea lettuce and sliced daikon,Winter cabbage kimchi,S grape tomato(35g),S yoghurt (100ml),Steamed sweet rice (add),Stir-fried udon (white wheat noodles) with seafood,Salmon steak,Sprout salad,White kimchi,S cheese,S walnut milk,Steamed sweet rice and red bean,Pork soy sauce stew,Barbequed chicken and mushroom,Stir-fried cabbage,Young radish water kimchi
257,Steamed sorghum rice (30),Short-necked clam(shell-less) soup,Braised konjac and quail eggs,Sweet potato stem with herbs,Pickled beet,S almond,S yoghurt (100ml),Beef and aubergine over rice,Tofu shabu-shabu,Pan-fried pumpkin,Fruit salad,Pickled beet,S milk with misugaru (mixed grain powder),S milk (100ml),Steamed sweet rice,Chicken seaweed soup,Grilled atka mackerel in curry,Seasoned salad with perilla seeds and cucumber,Radish kimchi cubes
258,Steamed corn rice,Tofu soup,Scrambled eggs with shrimp,Seasoned winter mushroom,Napa cabbage kimchi,empty,S tomato juice,Stir-fried rice beef in oyster sauce,Young pumpkin soup(clear),Deep fried vegetables (potato),Seasoned salad with kohlrabi and apple,Pickled cucumber,S orange (50g),S homestyle blueberry milk,Steamed chestnut bean rice,Mussel seaweed soup,Braised chicken(breast) in teriyaki sauce,Seasoned bellflower root,Water kimchi
259,Steamed sweet rice (add),Winter mushroom soup,Soy sauce-braised beef and quail eggs,Seasoned winter mushroom,Pickled beet,S kiwi (50g),S walnut milk,Stir-fried rice with vegetables and ham,Spring onion egg  soup,Dumpling in sweet and sour sauce,empty,Radish kimchi cubes,S honey-filled rice cake,S milk (100ml),Steamed sorghum rice (30),Mini-ball rice cake seaweed soup,Grilled mackerel in curry(fielet),Seasoned spinach,Cucumber kimchi
260,Steamed sorghum rice (30),Assorted mushroom stew,Pan-fried pink sausage,Seasoned perilla leaf and perilla seed,Radish kimchi cubes,S milk with misugaru (mixed grain powder),empty,Beef and aubergine over rice,Tofu shabu-shabu,Dumpling in sweet and sour sauce,Seasoned winter mushroom,Pickled korean style daikon,S kiwi (50g),S grape juice,Steamed corn rice,Freshwater snail soy paste soup (freshwater snail soup),Grilled spanish mackerel + marinade sauce,Seasoned salad with wild chive,Young radish water kimchi
261,Steamed red bean rice (30),Potato zucchini soup,Pan-fried potato,Stir-fried sweet potato stem,Young radish water kimchi,S cheese,S yoghurt (100ml),Steamed red bean rice,Sujebi with sweet pumpkin,Stir-fried beef and cucumber,Cabbage salad (sesame dressing),Radish kimchi cubes,S burdock rice ball,S milk (100ml),Steamed sweet potato rice,Shrimp seaweed soup,Braised halibut and daikon,Seasoned oyster mushroom,White kimchi
262,Rice with beans,Wild chive soy paste soup,Stir-fried potato and fried fish paste,Seasoned salad with chwinamul in soy paste,White kimchi,S apple (50g),S milk with misugaru (mixed grain powder),Steamed mixed-grain rice,Short rib beef soup(plate),Stir-fried beef brisket and green bean sprout,Pan-fried mushroom,Sweet napa cabbage watery kimchi,S apple (50g),S grape juice,Steamed sweet rice and red bean,Carrot soup,Stir-fried jukkumi and,Stir-fried zucchini with bean powder,Cucumber kimchi
263,Steamed sweet rice (add),Sliced potato soup,Braised tofu and dried shrimp,Seasoned salad with sweet potato stem in soy paste,Cucumber kimchi,S melon (50g),S yoghurt (100ml),Pork and cabbage over rice,Spicy zucchini soup,Pan-fried seafood and chive,empty,Pickled beet,S mini hotdog,S orange juice,Steamed chestnut red bean sweet rice,Mushroom chive soup,Beef japchae,Steamed aubergine with marinade sauce,Sweet radish kimchi
264,Steamed rice,Potato soup,Braised konjac and quail eggs in soy sauce,Seasoned curled mallow,Young radish water kimchi,S homestyle strawberry milk,S rice punch,Cream spaghetti,Soy paste soup,Sausage rice cake skewers,Coleslaw,Pickled beet,S sweet red bean bun,S sweet potato shake,Steamed sweet rice and red bean,Carrot soup,Braised chicken shreds,Seasoned curled mallow,Young radish water kimchi
265,Stir-fried rice with broccoli and vegetables,Chive egg  soup,Ketchup-braised sausage,Stir-fried zucchini and dried shrimp,Pickled cucumber,S blueberry (50g),S yoghurt (100ml),Beef and aubergine over rice,Mandu (dumpling) unpressed tofu stew,Barbequed pork belly and cuttlefish (mild flavor),Seasoned salad with lettuce in vinegar marinade,Ponytail radish kimchi,empty,S homestyle blueberry milk,Steamed black rice,Assorted mushroom stew,Stir-fried beef brisket and green bean sprout,Sea spurrey,Cucumber kimchi
266,Steamed red bean rice,Perilla seed pyogo mushroom soup,Braised chicken wings and beef in soy sauce,(chilli powder-free) seasoned salad with chive and apple,Radish kimchi cubes,S homestyle blueberry milk,S green plum tea,Steamed sweet rice,Soy puree soup,Unyang style barbequed beef,Steamed aubergine in sauce,Ponytail radish kimchi,S raisin potato bowl,S milk (200ml),Soy-based shrimp rice bowl,Oyster mushroom soup,Pan-fried potato and lotus root,Seasoned winter mushroom,Seasoned salad with pickled daikon
267,Steamed corn rice (30),Assorted fried fish paste soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned curled mallow,Napa cabbage kimchi,S banana (50g),empty,Curried rice with tofu,Napa cabbage soy paste soup,Braised chicken roll with vegetables,empty,Radish kimchi cubes,S soboro bun (streusel-like crusted bread),S milk (150ml),Steamed sweet rice,Napa cabbage soup with glass noodles,Stir-fried beef chop,Seasoned salad with lettuce and acorn jelly and vegetables,Napa cabbage kimchi
268,Steamed red bean rice (30),Tofu zucchini soup,Braised soft crab in soy sauce,Steamed aubergine with marinade sauce,White kimchi,S yoghurt (100ml),empty,Stir-fried rice with white kimchi,Fried tofu crown daisy soup,Deep-fried mandu (dumpling) + soy sauce with vinegar,empty,Radish kimchi cubes,S muffin,S milk (100ml),Steamed sweet rice,Crab soy paste soup,(low-salt) braised chicken and sweet pumpkin,Seasoned salad with paprika in yuzu marinade,Young radish kimchi
269,Steamed red bean rice,Tofu zucchini soup,Stir-fried chicken breast in curry,Seasoned salad with green bean sprout,Radish kimchi cubes,empty,S homestyle banana milk,Steamed sweet rice,Assorted mushroom stew,Steamed pork belly and sweet pumpkin,Bean sprout and winter celery salad,Pickled beet,S banana apple kiwi salad,empty,Pork and vegetables over rice,Potato chive soup,Deep fried vegetables (potato),Green salad,Water kimchi
270,Steamed red bean rice,Mini-ball rice cake seaweed soup,Rolled omelette,Lotus root and black sesame salad,Young radish kimchi,S milk with misugaru (mixed grain powder),empty,Steamed chestnut bean rice,Spinach soup(clear),Steamed pork rib,Seasoned bellflower root,Napa cabbage kimchi,empty,S orange juice,Curried rice with chicken and potato + marinade sauce,Zucchini tofu salted shrimp soup,Cucumber and tomato salad (balsamic vinegar dressing),empty,Radish kimchi cubes
271,Steamed sweet potato rice,Mung bean jelly soup,Pork stir-fried with soy sauce,Stir-fried zucchini with bean powder,Water kimchi,S kiwi (50g),S yoghurt (100ml),Chicken teriyaki rice bowl,Fried tofu spring onion soup,Steamed mandu (dumpling),Fusilli salad (tomato sauce),Radish kimchi cubes,S milk (100ml),S rice punch,Steamed sweet rice,Mushroom beef soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned bellflower root and perilla seed,Sweet napa cabbage watery kimchi
272,Barbequed beef rice ball,Tofu clam soup,Korean beef pancake with tofu and vegetables,Seasoned salad with broccoli in vinegar marinade,Young radish water kimchi,S kiwi (50g),S yoghurt (100ml),Stir-fried rice with shrimp and sea lettuce,Udon (white wheat noodles) soup without noodles,Soy sauce-braised beef,Seasoned salad with konjac and kimchi,Pickled beet,S sweet persimmon (50g),S sweet pumpkin rice punch,Steamed chestnut red bean sweet rice,Potato dough soup,Barbequed beef,Stir-fried soft crab and paprika,Radish watery kimchi
273,Steamed corn rice (30),Mandu (dumpling) soup,Stir-fried dried shrimp and zucchini,Salted sea lettuce,Water kimchi,S yoghurt (100ml),empty,Pork and cabbage over rice,Oyster mushroom soup,Tofu dumpling,Lettuce salad (lemon dressing),Pickled beet,S raisin potato bowl,S milk with misugaru (mixed grain powder),Steamed sweet rice,Whole chicken soup,Braised sweet pumpkin and nuts,Stir-fried sweet potato stem,Radish kimchi cubes
274,Steamed red bean rice (30),Short-necked clam(shell-less) soup,Stir-fried chicken breast and aubergine,Seasoned young pumpkin,Radish watery kimchi,S banana (50g),S yoghurt (100ml),Steamed sweet rice and red bean,Young pumpkin soup(clear),Dumpling in fruit sauce,Seasoned salad with spicy bean sprout,Radish kimchi cubes,S grilled sweet potato,S milk (100ml),Steamed sweet rice and red bean,Pork back-bone stew,Braised pork roll with rice cake and paprika,Seasoned salad with winter celery in vinegar marinade,Water kimchi
275,Steamed chestnut bean rice (40),Maesaengyi mussel soup,Scrambled eggs with vegetables,Stir-fried sweet potato stem,Water kimchi,S apple (50g),empty,Beef and aubergine over rice,Zucchini salted shrimp soup,Soft crab and vegetable salad,empty,Radish kimchi cubes,S carrot soup,S milk bread roll,Steamed sweet rice,Mung bean jelly soup,Stir-fried octopus and vegetables in spicy sauce,Seasoned salad with cucumber,White kimchi
276,Steamed chestnut bean rice,Potato soup,Teriyaki sauce-braised pork,Seasoned spinach,Napa cabbage kimchi,S banana (50g),empty,Stir-fried rice with shrimp in curry,Spring onion egg  soup,Roasted potato with butter,Stir-fried summer radish,Napa cabbage kimchi,S sweet pumpkin salad,S yuzu tea,Steamed chestnut red bean sweet rice,Tofu soy paste soup(clear),Stir-fried chicken and cabbage,Pan-fried seafood and kimchi,Radish kimchi cubes
277,Steamed sorghum rice,Mini-ball rice cake seaweed soup,Stir-fried pork and paprika,Braised black beans and walnut,Water kimchi,S banana apple kiwi salad,S yoghurt (100ml),Spicy stir-fried chicken over rice,Mini udon with fried tofu,Grilled sweet pumpkin,Cabbage salad (lemon dressing),Pickled beet,S orange (50g),S milk with misugaru (mixed grain powder),Steamed corn rice,Beef brisket winter cabbage soup,Barbequed beef and cuttlefish,Seasoned oyster mushroom,Cucumber kimchi
278,Steamed corn rice (30),Seaweed mandu (dumpling) soup,Stir-fried chicken breast and paprika,Seasoned salad with wild chive,Water kimchi,S sesame milk soup,S milk with misugaru (mixed grain powder),Pork and cabbage over rice,Mung bean jelly soup,Seasoned salad with bean sprout,empty,Radish kimchi cubes,S blueberry (50g),S yoghurt (100ml),Steamed sweet rice,Mugwort soy paste soup,(chilli powder-free) braised cutlassfish,Stir-fried zucchini,Water kimchi
279,Steamed red bean rice (30),Tofu zucchini soup,Stir-fried tofu and vegetables in oyster sauce,Stir-fried sweet potato stem,Napa cabbage kimchi,S kiwi (50g),empty,Paprika rice ball with fried tofu,Mung bean jelly soup,Deep-fried mandu (dumpling) + soy sauce with vinegar,empty,Radish kimchi cubes,S yaksik (sweet rice with jujube),S milk with misugaru (mixed grain powder),Steamed pearl barley rice,Little neck clam and chive soup,Stir-fried pork and chive with glass noodles,Seasoned saesongyi mushroom,Water kimchi
280,Steamed sweet rice and brown rice,Chicken green bean sprout soup,Braised pork and devil's tongue jelly,Stir-fried zucchini with bean powder,White kimchi,S banana (50g),S yoghurt (100ml),Steamed brown sweet rice,Seafood soup,Tofu hamburger steak,Seasoned salad with chicory in yuzu marinade,Radish kimchi cubes,S milk (100ml),S milk with misugaru (mixed grain powder),Steamed sweet potato rice (30),Sujebi soup,Braised chicken drumsticks in sauce,Pear and cucumber salad,Napa cabbage kimchi
281,Steamed sorghum rice (40),Kimchi tofu soup,Seasoned salad with konjac and kimchi,Seasoned cucumber,Radish kimchi cubes,S milk (100ml),empty,Beef and aubergine over rice,Mushroom chive soup,Tteokbokki (stir-fried rice cake),empty,Napa cabbage kimchi,S steamed sweet potato,S homestyle blueberry milk,Steamed sorghum rice,Tofu shabu-shabu,Grilled spanish mackerel,Seasoned salad with apple and lettuce,White kimchi
282,Steamed chestnut bean rice,River snail soy paste soup,Stir-fried webfoot octopus and vegetables,Seasoned salad with winter celery in vinegar marinade,Napa cabbage kimchi,S apple (50g),S yoghurt (100ml),Beef and aubergine over rice,Bean powder daikon soup,Braised sweet potato and quail eggs,empty,Radish kimchi cubes,S milk (100ml),S sweet red bean bun,Steamed chestnut red bean sweet rice,Pork back-bone stew,Stir-fried webfoot octopus and vegetables,Seasoned salad with sedum in yuzu marinade,Radish kimchi cubes
283,Steamed red bean rice,Kimchi tofu soup,Soy sauce-braised pork and button mushrooms,Grilled salted seaweed,Napa cabbage kimchi,S kiwi (50g),S apple salad (mayonnaise),Steamed sweet rice,Chive soup,Chicken nuggets + sauce,Seasoned salad with bean sprout,Radish kimchi cubes,empty,S homestyle banana milk,Steamed sweet rice,Red bean porridge,Pan-fried tuna and chive,Seasoned salad with lotus root in yuzu marinade,Young radish kimchi
284,Steamed sorghum rice (40),Clear napa cabbage soup,Stir-fried tuna and paprika,Seasoned daikon,Sweet napa cabbage watery kimchi,S banana (50g),empty,Bibimbap with summer radish,Tofu soy paste stew,Beef bulgogi (sirloin),empty,Napa cabbage kimchi,S steamed sweet potato,S homestyle blueberry milk,Steamed red bean rice (40),Assorted mushroom stew,Stir-fried shrimp in ketchup,Daikon and seaweed salad,Napa cabbage kimchi
285,Steamed sweet potato rice,Mini-ball rice cake seaweed soup,Steamed chicken drumsticks in curry,Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes,S homestyle banana milk,empty,Stir-fried rice with tuna in black soy,Udon (white wheat noodles) soup without noodles,Vegetable croquette,Fruit peanut salad,Water kimchi,S milk with misugaru (mixed grain powder),S milk with misugaru (mixed grain powder),Steamed chestnut bean rice,Mandu (dumpling) soup,Stir-fried chicken breast and rice cake in chilli sauce,Braised burdock slices and konjac,Water kimchi
286,Steamed sweet rice,Sakhalin surf-clam and seaweed soup,Grilled spanish mackerel in teriyaki sauce,Lotus root and black sesame salad,Radish watery kimchi,empty,S milk (150ml),Curried rice with tofu,Napa cabbage soup with glass noodles,Stir-fried pork and paprika,Seasoned green bean sprout and carrot,White kimchi,S apple (50g),S milk (100ml),Steamed sweet rice,Seaweed mandu (dumpling) soup,Pan-fried meat and perilla leaf,Seasoned salad with mung bean jelly and salted seaweed,Ponytail radish kimchi
287,Mung bean black soy rice,Chive soup,Sweet potato salad,empty,Napa cabbage kimchi,S muffin,S walnut milk,Steamed corn rice,Perilla seed radish soup,Roasted smoked duck with vagetable,Seasoned carrot and green bean sprout,Napa cabbage kimchi,S muffin,S milk (100ml),Steamed sweet rice,Mandu (dumpling) chicken stew,Grilled halibut in yuzu sauce,Braised lotus root,Napa cabbage kimchi
288,Steamed chestnut bean rice (30),Mandu (dumpling) soup,Stir-fried baby anchovy and crashed almond,Seasoned salad with aubergine in marinade sauce,White kimchi,S homestyle banana milk,empty,Pork and cabbage over rice,Winter mushroom soup,Royal-style tteokbokki (stir-fried rice cake),Seasoned salad with bean sprout,Water kimchi,S banana apple kiwi salad,S rice punch,Steamed sweet rice,Cockle soy paste stew,Stir-fried tofu and vegetables in oyster sauce,Seasoned salad with brown kelp slices,White kimchi
289,Steamed sorghum rice (30),Mandu (dumpling) soup,Rolled omelette with salted seaweed,Seasoned herbs with aubergine,Young radish water kimchi,S homestyle banana milk,empty,Beef and aubergine over rice,Young pumpkin soup(clear),Sweet potato mattang with black sesame,Lotus root and black sesame salad,Radish kimchi cubes,S burdock rice ball,S milk (100ml),Steamed sweet rice (add),Frozen and dried pollack seaweed soup,Mini pork cutlet,Stir-fried petite oyster mushroom,Pickled beet
290,Steamed sorghum rice (30),Bokchoy soup,Rolled omelette,Seasoned daikon and perilla seed,Radish kimchi cubes,S milk with misugaru (mixed grain powder),empty,Beef rice balls,Tofu miso paste soup,Deep fried vegetables (potato),empty,Radish kimchi cubes,empty,S milk with misugaru (mixed grain powder),Steamed mixed-grain rice,Brown kelp and salted shrimp soup,Grilled dried corvina,Seasoned salad with cucumber,Radish kimchi cubes
291,Steamed chestnut rice,Curled mallow soup(clear),Boiled tofu,Seasoned salad with bean sprout and salted seaweed,Napa cabbage kimchi,S grape tomato(35g),empty,Omelette rice,Mini-udon (white wheat noodles),Stir-fried shrimp and vegetables(oriental style),Seasoned salad with deodeok and apple,Napa cabbage kimchi,S milk with misugaru (mixed grain powder),S orange juice,Steamed sweet rice,Shiitake mushroom stew,Braised pork roll with rice cake in soy sauce,Seasoned salad with cowpea,Napa cabbage kimchi
292,Steamed sorghum rice (30),Kimchi soup,Rolled omelette,Braised konjac and fried fish paste,Young radish water kimchi,S apple (50g),empty,Japanese style beef over rice (kyudon),Tofu shabu-shabu,Vegetable croquette,Corn salad,Pickled beet,S homestyle blueberry milk,S sweet pumpkin rice punch,Steamed sweet rice,Beef stew(clear),Grilled halibut in yuzu marinade,Braised daikon,Water kimchi
293,Rice (extra),Potato soy paste soup,Steamed eggs with sweet pumpkin,Seasoned curled mallow,Napa cabbage kimchi,S apple (50g),empty,Steamed sweet rice,Maesaengyi mussel soup,Steamed beef with rice cake,Braised burdock slices and konjac,Napa cabbage kimchi,empty,S homestyle strawberry milk,Steamed red bean rice (30),Mushroom stew in soy sauce,Soft tofu + marinade sauce,Sedum and black sesame salad,Young radish kimchi
294,Steamed sweet rice and red bean,Shiitake mushroom stew,Braised quail eggs and fried fish paste,Seasoned salad with deodeok and apple,Water kimchi,S black soybean milk (100ml),empty,Rice with beans,Seaweed soup with beef,Braised halibut,Seasoned cucumber,Water kimchi,S milk with misugaru (mixed grain powder),S orange juice (sugar-free),Curried rice with tofu,Spring onion soy paste soup,Pan-fried crap,Cabbage salad,Radish kimchi cubes
